Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
53000,4809324,HM300447,04/19/2006 04:45:02 PM,090XX S NORMAL AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,False,False,2223,22.0,21.0,71.0,18,1174545.0,1845186.0,2006,02/10/2018 03:50:01 PM,41.730582057,-87.636172403,"(41.730582057, -87.636172403)"
53001,2599849,HJ197748,02/21/2003 06:30:00 PM,039XX N AVONDALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1731,17.0,38.0,16.0,06,1147850.0,1926182.0,2003,02/28/2018 03:56:25 PM,41.953397577,-87.73188822,"(41.953397577, -87.73188822)"
53002,7495181,HR183541,02/22/2009 07:42:00 PM,011XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,1135,11.0,28.0,29.0,08B,,,2009,08/17/2015 03:03:40 PM,,,
53003,2628412,HJ231141,03/07/2003 02:46:00 PM,025XX W ADDISON ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,1913,19.0,47.0,5.0,06,1158854.0,1923830.0,2003,02/28/2018 03:56:25 PM,41.946724511,-87.691501175,"(41.946724511, -87.691501175)"
53004,8389615,HT622350,12/06/2011 12:00:00 AM,072XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,733,7.0,17.0,68.0,26,1169905.0,1856761.0,2011,02/04/2016 06:33:39 AM,41.762447305,-87.652834901,"(41.762447305, -87.652834901)"
53005,10867238,JA173726,03/02/2017 12:00:00 PM,097XX S NORMAL AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,2223,22.0,21.0,73.0,10,1174678.0,1840350.0,2017,02/10/2018 03:50:01 PM,41.717308454,-87.635828725,"(41.717308454, -87.635828725)"
53006,11199346,JB109858,01/08/2018 09:30:00 PM,012XX E 46TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,222,2.0,4.0,39.0,06,1185333.0,1874509.0,2018,05/04/2018 03:51:04 PM,41.810800457,-87.595731527,"(41.810800457, -87.595731527)"
53007,8682902,HV342880,06/19/2012 04:50:00 PM,019XX E 73RD PL,031B,ROBBERY,ARMED: OTHER FIREARM,ALLEY,False,False,333,3.0,5.0,43.0,03,1190586.0,1856623.0,2012,02/04/2016 06:33:39 AM,41.761594665,-87.577041413,"(41.761594665, -87.577041413)"
53008,8060983,HT292186,05/09/2011 01:58:00 PM,051XX N DAMEN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,2032,20.0,47.0,4.0,08B,1162074.0,1934195.0,2011,02/04/2016 06:33:39 AM,41.975099794,-87.679374655,"(41.975099794, -87.679374655)"
53009,9694865,HX345290,07/14/2014 08:08:00 PM,054XX W BELMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,DEPARTMENT STORE,True,False,2514,25.0,30.0,19.0,08B,1139722.0,1920746.0,2014,02/10/2018 03:50:01 PM,41.938633302,-87.761901059,"(41.938633302, -87.761901059)"
53010,1339575,G037507,01/12/2001 01:00:00 AM,022XX N CAMPBELL AV,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1431,14.0,,,14,1159471.0,1915054.0,2001,08/17/2015 03:03:40 PM,41.922629888,-87.689475525,"(41.922629888, -87.689475525)"
53011,3877586,HL250607,03/23/2005 11:05:57 AM,004XX S KEDZIE AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,GROCERY FOOD STORE,True,False,1134,11.0,28.0,27.0,10,1155109.0,1897796.0,2005,02/28/2018 03:56:25 PM,41.875361105,-87.705966667,"(41.875361105, -87.705966667)"
53012,11529170,JB545057,11/27/2018 09:47:00 AM,004XX W HARRISON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,False,False,124,1.0,25.0,28.0,08A,1173461.0,1897593.0,2018,12/12/2018 04:09:45 PM,41.8744162,-87.638591667,"(41.8744162, -87.638591667)"
53013,11844612,JC452794,09/29/2019 06:40:00 AM,071XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,False,False,734,7.0,17.0,67.0,04A,1166911.0,1857552.0,2019,10/06/2019 04:07:52 PM,41.764682386,-87.663785792,"(41.764682386, -87.663785792)"
53014,4022819,HL378006,05/25/2005 12:30:00 AM,028XX N LAKEWOOD AVE,0810,THEFT,OVER $500,STREET,False,False,1931,19.0,32.0,6.0,06,1167153.0,1918820.0,2005,02/28/2018 03:56:25 PM,41.93280225,-87.661141011,"(41.93280225, -87.661141011)"
53015,3260547,HK280967,04/03/2004 11:30:45 PM,018XX N CLYBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1811,18.0,32.0,7.0,08B,1169186.0,1911997.0,2004,02/28/2018 03:56:25 PM,41.914035604,-87.653868654,"(41.914035604, -87.653868654)"
53016,8513197,HV189738,03/08/2012 09:35:00 PM,003XX S PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1211,12.0,2.0,28.0,07,1165123.0,1898495.0,2012,02/10/2018 03:50:01 PM,41.877072479,-87.669179334,"(41.877072479, -87.669179334)"
53017,5294640,HN154884,02/01/2007 12:45:39 PM,079XX S DREXEL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,624,6.0,8.0,44.0,08A,1183608.0,1852595.0,2007,02/10/2018 03:50:01 PM,41.750706929,-87.602741498,"(41.750706929, -87.602741498)"
53018,3617469,HK620301,09/13/2004 09:47:58 AM,003XX E 48TH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,224,2.0,3.0,38.0,16,1179011.0,1873262.0,2004,02/10/2018 03:50:01 PM,41.807525138,-87.618957799,"(41.807525138, -87.618957799)"
53019,11881727,JC498209,11/04/2019 01:00:00 PM,036XX W 16TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1014,10.0,24.0,29.0,06,1152446.0,1891802.0,2019,11/11/2019 03:58:10 PM,41.858965893,-87.715902509,"(41.858965893, -87.715902509)"
53020,3458661,HK529189,08/01/2004 02:00:00 AM,084XX S ESCANABA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4.0,10.0,46.0,14,1196950.0,1849661.0,2004,02/28/2018 03:56:25 PM,41.742334525,-87.553948371,"(41.742334525, -87.553948371)"
53021,6639581,HP711287,12/01/2008 03:32:51 PM,027XX W FLOURNOY ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1135,11.0,2.0,27.0,05,1158282.0,1896923.0,2008,02/28/2018 03:56:25 PM,41.872901275,-87.694340478,"(41.872901275, -87.694340478)"
53022,2534425,HH856892,12/23/2002 12:10:00 AM,024XX W 111TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2212,22.0,19.0,75.0,18,1162286.0,1830951.0,2002,02/28/2018 03:56:25 PM,41.691782515,-87.681476109,"(41.691782515, -87.681476109)"
53023,5388235,HN235081,03/19/2007 02:35:53 PM,015XX W GRANVILLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",False,False,2433,24.0,40.0,77.0,14,1164962.0,1941272.0,2007,02/28/2018 03:56:25 PM,41.99445831,-87.668552548,"(41.99445831, -87.668552548)"
53024,11084543,JA427590,09/11/2017 07:45:00 AM,059XX N MAGNOLIA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2013,20.0,48.0,77.0,05,1166886.0,1939401.0,2017,02/10/2018 03:50:01 PM,41.989283039,-87.661529235,"(41.989283039, -87.661529235)"
53025,8690267,HV365694,07/03/2012 11:50:00 PM,061XX S DREXEL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,False,False,313,3.0,20.0,42.0,04A,1183066.0,1864341.0,2012,02/04/2016 06:33:39 AM,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
53026,2346895,HH646243,09/13/2002 08:56:00 PM,005XX E BROWNING AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,212,2.0,4.0,35.0,04A,1180760.0,1881423.0,2002,02/28/2018 03:56:25 PM,41.829879483,-87.612291851,"(41.829879483, -87.612291851)"
53027,12679619,JF218705,04/24/2022 07:00:00 AM,074XX S PHILLIPS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,334,3.0,7.0,43.0,06,1193935.0,1856145.0,2022,05/01/2022 04:47:22 PM,41.760201543,-87.564782892,"(41.760201543, -87.564782892)"
53028,10170631,HY358845,07/28/2015 10:30:00 AM,102XX S UNION AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2232,22.0,34.0,73.0,26,1173447.0,1836996.0,2015,02/10/2018 03:50:01 PM,41.708131871,-87.6404362,"(41.708131871, -87.6404362)"
53029,1864894,G696159,11/19/2001 01:00:00 PM,058XX W WASHINGTON BL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1513,15.0,,,14,1137501.0,1900114.0,2001,08/17/2015 03:03:40 PM,41.882056984,-87.770561411,"(41.882056984, -87.770561411)"
53030,3935157,HL307731,04/20/2005 03:30:00 PM,116XX S ADA ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,524,5.0,34.0,53.0,03,1169425.0,1827475.0,2005,02/28/2018 03:56:25 PM,41.68209257,-87.655439395,"(41.68209257, -87.655439395)"
53031,11772299,JC366052,07/24/2019 05:48:00 PM,019XX E 79TH ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,414,4.0,8.0,43.0,08B,1190701.0,1852981.0,2019,07/31/2019 04:13:43 PM,41.751597931,-87.576737326,"(41.751597931, -87.576737326)"
53032,5373442,HM756211,12/04/2006 04:40:24 PM,013XX S SAWYER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1022,10.0,24.0,29.0,18,1154906.0,1893687.0,2006,02/28/2018 03:56:25 PM,41.864089641,-87.706822118,"(41.864089641, -87.706822118)"
53033,11817659,JC420467,09/04/2019 07:15:00 AM,017XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,OTHER,False,False,2032,20.0,47.0,3.0,08A,1163613.0,1931921.0,2019,09/11/2019 04:09:25 PM,41.96882747,-87.673779627,"(41.96882747, -87.673779627)"
53034,7479331,HS281608,04/21/2010 04:00:00 PM,011XX W CORNELIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,False,False,1924,19.0,44.0,6.0,07,1168127.0,1923397.0,2010,02/10/2018 03:50:01 PM,41.945340739,-87.657429055,"(41.945340739, -87.657429055)"
53035,8956014,HW104888,01/04/2013 05:30:00 PM,001XX N MAYFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1512,15.0,29.0,25.0,07,1137138.0,1900480.0,2013,02/10/2018 03:50:01 PM,41.883067861,-87.771885574,"(41.883067861, -87.771885574)"
53036,8684845,HV342379,04/30/2012 10:00:00 AM,001XX E RANDOLPH ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,False,False,114,1.0,42.0,32.0,10,1177619.0,1901296.0,2012,02/04/2016 06:33:39 AM,41.884484068,-87.623213022,"(41.884484068, -87.623213022)"
53037,4050769,HL326376,04/29/2005 09:10:00 PM,065XX S DR MARTIN LUTHER KING JR DR,1513,PROSTITUTION,SOLICIT FOR BUSINESS,SIDEWALK,True,False,312,3.0,20.0,42.0,16,1180046.0,1861728.0,2005,02/28/2018 03:56:25 PM,41.775851108,-87.615514961,"(41.775851108, -87.615514961)"
53038,4395450,HL689327,10/22/2005 10:00:00 AM,049XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1623,16.0,45.0,11.0,06,1139431.0,1932207.0,2005,02/10/2018 03:50:01 PM,41.97008868,-87.762690091,"(41.97008868, -87.762690091)"
53039,6840056,HR228384,03/21/2009 08:53:27 PM,026XX W PETERSON AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2413,24.0,50.0,2.0,08A,1157675.0,1939762.0,2009,02/28/2018 03:56:25 PM,41.990466909,-87.695398793,"(41.990466909, -87.695398793)"
53040,1464443,G196985,04/07/2001 12:00:00 AM,019XX S WOLCOTT AV,0810,THEFT,OVER $500,STREET,False,False,1223,12.0,,,06,1163970.0,1890627.0,2001,08/17/2015 03:03:40 PM,41.855506383,-87.673634806,"(41.855506383, -87.673634806)"
53041,9832541,HX482572,10/26/2014 03:25:00 AM,0000X W ERIE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1832,18.0,42.0,8.0,03,1175650.0,1904763.0,2014,02/04/2016 06:33:39 AM,41.894042187,-87.630339065,"(41.894042187, -87.630339065)"
53042,3992159,HL352052,05/12/2005 02:55:00 PM,002XX W 87TH ST,0860,THEFT,RETAIL THEFT,OTHER,False,False,622,6.0,21.0,44.0,06,1176442.0,1847223.0,2005,02/28/2018 03:56:25 PM,41.736129473,-87.629162044,"(41.736129473, -87.629162044)"
53043,2227109,HH499009,07/09/2002 09:30:00 PM,059XX W WALTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1511,15.0,29.0,25.0,26,1136530.0,1905721.0,2002,02/10/2018 03:50:01 PM,41.897460739,-87.773992764,"(41.897460739, -87.773992764)"
53044,2491047,HH827294,12/09/2002 01:09:13 PM,011XX S HAMILTON AVE,3960,INTIMIDATION,INTIMIDATION,GOVERNMENT BUILDING/PROPERTY,False,False,1224,12.0,2.0,28.0,26,1162121.0,1895023.0,2002,02/28/2018 03:56:25 PM,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
53045,12142913,JD340712,08/21/2020 09:19:00 PM,080XX S DR MARTIN LUTHER KING JR DR,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,631,6.0,6.0,44.0,26,1180295.0,1851823.0,2020,08/28/2020 03:51:47 PM,41.74866503,-87.614905419,"(41.74866503, -87.614905419)"
53046,6794236,HR207419,03/10/2009 03:25:00 AM,008XX E 80TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,624,6.0,8.0,44.0,14,1183043.0,1852136.0,2009,02/28/2018 03:56:25 PM,41.749460531,-87.604826146,"(41.749460531, -87.604826146)"
53047,3848170,HL222816,02/18/2005 12:00:00 AM,003XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1831,18.0,42.0,8.0,11,1175883.0,1902611.0,2005,02/28/2018 03:56:25 PM,41.888131743,-87.629548167,"(41.888131743, -87.629548167)"
53048,9267344,HW412249,08/17/2013 09:00:00 PM,010XX W CATALPA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,False,False,2023,20.0,48.0,77.0,14,1168102.0,1936700.0,2013,02/10/2018 03:50:01 PM,41.981845169,-87.657135064,"(41.981845169, -87.657135064)"
53049,11302321,JB246370,05/02/2018 05:00:00 AM,055XX S HOYNE AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,False,False,715,7.0,15.0,67.0,05,1163309.0,1867799.0,2018,05/09/2018 03:51:40 PM,41.792877707,-87.67670136,"(41.792877707, -87.67670136)"
53050,7772380,HS580819,10/24/2010 08:23:00 PM,052XX W CONGRESS PKWY,0460,BATTERY,SIMPLE,STREET,False,False,1522,15.0,29.0,25.0,08B,1141627.0,1897182.0,2010,02/10/2018 03:50:01 PM,41.873935958,-87.755483038,"(41.873935958, -87.755483038)"
53051,10242958,HY431349,09/20/2015 06:00:00 AM,090XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2222,22.0,21.0,73.0,14,1169576.0,1844936.0,2015,02/10/2018 03:50:01 PM,41.730005022,-87.654382708,"(41.730005022, -87.654382708)"
53052,6747169,HR156688,02/09/2009 01:00:00 PM,026XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2113,1.0,2.0,35.0,06,1177624.0,1887016.0,2009,02/28/2018 03:56:25 PM,41.845298749,-87.623628162,"(41.845298749, -87.623628162)"
53053,11115849,JA467901,10/10/2017 08:45:00 PM,016XX N LECLAIRE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2533,25.0,37.0,25.0,06,1142297.0,1910612.0,2017,02/10/2018 03:50:01 PM,41.91077707,-87.752689399,"(41.91077707, -87.752689399)"
53054,2841112,HJ485784,07/10/2003 08:10:00 PM,056XX S CAMPBELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,824,8.0,16.0,63.0,06,1160667.0,1867183.0,2003,02/28/2018 03:56:25 PM,41.791242288,-87.686406306,"(41.791242288, -87.686406306)"
53055,10439514,HZ178452,03/05/2016 01:57:00 AM,003XX E LOWER WACKER DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,114,1.0,42.0,32.0,07,1178519.0,1902545.0,2016,02/10/2018 03:50:01 PM,41.887890902,-87.619870013,"(41.887890902, -87.619870013)"
53056,5553238,HN363061,05/24/2007 07:35:00 PM,024XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1313,12.0,1.0,24.0,06,1160005.0,1905256.0,2007,02/10/2018 03:50:01 PM,41.895732399,-87.687784384,"(41.895732399, -87.687784384)"
53057,8268577,HT502505,09/17/2011 11:30:00 AM,090XX S COMMERCIAL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SMALL RETAIL STORE,True,False,423,4.0,10.0,46.0,17,1197714.0,1845605.0,2011,02/10/2018 03:50:01 PM,41.731185521,-87.55128418,"(41.731185521, -87.55128418)"
53058,1692189,G480065,08/13/2001 07:57:15 AM,058XX S INDIANA AV,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,233,2.0,,,05,1178564.0,1866055.0,2001,08/17/2015 03:03:40 PM,41.787758647,-87.620816355,"(41.787758647, -87.620816355)"
53059,7905667,HT129773,01/21/2011 08:56:00 PM,007XX N CICERO AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1111,11.0,28.0,25.0,03,1144224.0,1904425.0,2011,02/04/2016 06:33:39 AM,41.893763243,-87.745765886,"(41.893763243, -87.745765886)"
53060,10417111,HZ155017,02/14/2016 12:01:00 AM,034XX N KARLOV AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1731,17.0,30.0,16.0,11,1148623.0,1922550.0,2016,02/10/2018 03:50:01 PM,41.943416156,-87.729140701,"(41.943416156, -87.729140701)"
53061,7471753,HS271618,04/22/2010 05:00:00 PM,111XX S EDBROOKE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,531,5.0,9.0,49.0,05,1179183.0,1831066.0,2010,02/10/2018 03:50:01 PM,41.691730552,-87.619610725,"(41.691730552, -87.619610725)"
53062,5398992,HN243071,03/08/2007 10:00:00 AM,038XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1731,17.0,38.0,16.0,10,1145146.0,1924954.0,2007,02/28/2018 03:56:25 PM,41.950079483,-87.741859614,"(41.950079483, -87.741859614)"
53063,11430795,JB414935,08/30/2018 09:56:00 AM,040XX E 112TH ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,True,False,433,4.0,10.0,52.0,18,1204890.0,1831321.0,2018,09/06/2018 04:21:26 PM,41.691807255,-87.525487514,"(41.691807255, -87.525487514)"
53064,11182346,JA555332,12/13/2017 01:02:00 PM,047XX S UNION AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",True,False,935,9.0,11.0,61.0,04B,1172434.0,1873254.0,2017,05/04/2018 03:51:04 PM,41.807650669,-87.643080489,"(41.807650669, -87.643080489)"
53065,9204228,HW349801,07/04/2013 09:00:00 PM,094XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2222,22.0,21.0,73.0,14,1169982.0,1842191.0,2013,02/10/2018 03:50:01 PM,41.722463545,-87.652974886,"(41.722463545, -87.652974886)"
53066,10018845,HY207937,04/02/2015 03:50:00 PM,037XX W DOUGLAS BLVD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,1011,10.0,24.0,29.0,08B,1151783.0,1893036.0,2015,02/10/2018 03:50:01 PM,41.862365191,-87.718303732,"(41.862365191, -87.718303732)"
53067,10198449,HY385925,08/16/2015 08:00:00 PM,108XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,True,513,5.0,9.0,49.0,14,1178501.0,1833034.0,2015,02/10/2018 03:50:01 PM,41.697146505,-87.622048098,"(41.697146505, -87.622048098)"
53068,9794261,HX440071,09/23/2014 12:30:00 PM,020XX N PULASKI RD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2525,25.0,30.0,20.0,06,1149386.0,1913191.0,2014,02/10/2018 03:50:01 PM,41.917719451,-87.726579696,"(41.917719451, -87.726579696)"
53069,2024961,HH235727,03/11/2002 02:45:00 PM,060XX S WASHTENAW AV,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,825,8.0,,,26,1159411.0,1864514.0,2002,02/28/2018 03:56:25 PM,41.783944029,-87.691084926,"(41.783944029, -87.691084926)"
53070,7060433,HR466772,08/04/2009 05:30:00 PM,004XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,132,1.0,2.0,32.0,06,1177353.0,1898404.0,2009,02/04/2016 06:33:39 AM,41.876554297,-87.624277536,"(41.876554297, -87.624277536)"
53071,10933807,JA247429,05/01/2017 10:00:00 AM,071XX S LAFAYETTE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,False,False,731,7.0,6.0,69.0,05,1177070.0,1857756.0,2017,02/10/2018 03:50:01 PM,41.765019154,-87.62654429,"(41.765019154, -87.62654429)"
53072,9388900,HW532418,11/13/2013 05:45:00 PM,071XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,LIBRARY,False,True,333,3.0,5.0,43.0,08A,1190785.0,1857840.0,2013,02/10/2018 03:50:01 PM,41.764929409,-87.576272815,"(41.764929409, -87.576272815)"
53073,6071395,HP169995,02/11/2008 12:00:00 AM,069XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,833,8.0,13.0,65.0,14,1150893.0,1858411.0,2008,02/10/2018 03:50:01 PM,41.767366772,-87.72247436,"(41.767366772, -87.72247436)"
53074,9244962,HW390233,08/02/2013 03:40:00 PM,011XX W WILSON AVE,0560,ASSAULT,SIMPLE,SIDEWALK,True,False,1913,19.0,46.0,3.0,08A,1167798.0,1930700.0,2013,02/10/2018 03:50:01 PM,41.965387568,-87.658426929,"(41.965387568, -87.658426929)"
53075,1978916,HH175257,02/08/2002 05:30:00 PM,001XX N LA SALLE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,113,1.0,,,06,1175110.0,1901148.0,2002,02/28/2018 03:56:25 PM,41.88413455,-87.632430739,"(41.88413455, -87.632430739)"
53076,5279949,HN148165,01/28/2007 02:10:00 PM,080XX S MANISTEE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,RESIDENCE,True,False,422,4.0,7.0,46.0,26,1195902.0,1852222.0,2007,02/10/2018 03:50:01 PM,41.749388092,-87.557703578,"(41.749388092, -87.557703578)"
53077,8724838,HV400925,07/25/2012 11:00:00 PM,090XX S CORNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,413,4.0,8.0,48.0,05,1188815.0,1845356.0,2012,02/04/2016 06:33:39 AM,41.730719494,-87.583891855,"(41.730719494, -87.583891855)"
53078,11937347,JC566278,12/29/2019 09:00:00 PM,102XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,511,5.0,9.0,49.0,14,1176747.0,1837100.0,2019,01/05/2020 03:49:16 PM,41.708343759,-87.628348349,"(41.708343759, -87.628348349)"
53079,5053126,HM660847,10/15/2006 01:27:00 AM,048XX S JUSTINE ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,SIDEWALK,True,False,931,9.0,20.0,61.0,15,1166819.0,1872726.0,2006,02/28/2018 03:56:25 PM,41.806323681,-87.66368984,"(41.806323681, -87.66368984)"
53080,2198533,HH461184,06/22/2002 02:00:00 PM,018XX N LINCOLN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1814,18.0,43.0,7.0,06,1174461.0,1912596.0,2002,02/28/2018 03:56:25 PM,41.915562977,-87.634471465,"(41.915562977, -87.634471465)"
53081,5749638,HN549896,08/25/2007 02:00:00 AM,019XX N RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1421,14.0,35.0,22.0,07,1156506.0,1912759.0,2007,02/10/2018 03:50:01 PM,41.916392798,-87.700432143,"(41.916392798, -87.700432143)"
53082,3413977,HK468175,07/01/2004 11:30:00 PM,116XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,532,5.0,9.0,53.0,08B,1178929.0,1827590.0,2004,02/28/2018 03:56:25 PM,41.682197673,-87.620645926,"(41.682197673, -87.620645926)"
53083,5741416,HN550402,08/25/2007 04:00:00 PM,0000X E JACKSON BLVD,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,123,1.0,42.0,32.0,06,1177058.0,1899024.0,2007,02/28/2018 03:56:25 PM,41.878262295,-87.62534189,"(41.878262295, -87.62534189)"
53084,24042,JB338913,07/08/2018 12:23:00 PM,002XX W 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,511,5.0,21.0,49.0,01A,1176151.0,1841938.0,2018,03/18/2019 04:08:09 PM,41.721633268,-87.630386283,"(41.721633268, -87.630386283)"
53085,2026959,HH235861,03/11/2002 04:20:43 PM,058XX S KING DR,0560,ASSAULT,SIMPLE,STREET,False,False,234,2.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
53086,2540850,HJ118131,01/10/2003 11:50:00 AM,005XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,TAVERN/LIQUOR STORE,True,False,1313,12.0,26.0,24.0,06,1160311.0,1903577.0,2003,02/28/2018 03:56:25 PM,41.891118758,-87.686706987,"(41.891118758, -87.686706987)"
53087,6787219,HR200772,03/05/2009 07:00:00 PM,006XX N LATROBE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,True,1524,15.0,28.0,25.0,05,1141249.0,1903684.0,2009,02/04/2016 06:33:39 AM,41.891785235,-87.756710494,"(41.891785235, -87.756710494)"
53088,6578666,HP651180,10/27/2008 06:20:00 PM,111XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,True,False,2233,22.0,34.0,75.0,26,1172968.0,1831037.0,2008,02/10/2018 03:50:01 PM,41.691790031,-87.642365396,"(41.691790031, -87.642365396)"
