Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
53471,7152067,HR561588,09/28/2009 11:10:00 PM,062XX S KILPATRICK AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,813,8.0,13.0,64.0,08A,1146114.0,1862789.0,2009,02/28/2018 03:56:25 PM,41.779472549,-87.739880964,"(41.779472549, -87.739880964)"
53472,9592753,HX243131,04/25/2014 03:32:00 PM,047XX S MICHIGAN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,False,224,2.0,3.0,38.0,11,1177953.0,1873730.0,2014,02/10/2018 03:50:01 PM,41.808833439,-87.622824022,"(41.808833439, -87.622824022)"
53473,12527473,JE423798,10/27/2021 06:03:00 AM,076XX S KINGSTON AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,421,4.0,7.0,43.0,04B,1194518.0,1854851.0,2021,11/03/2021 04:50:00 PM,41.756636397,-87.562688715,"(41.756636397, -87.562688715)"
53474,4484613,HL784537,12/10/2005 05:20:00 PM,127XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,CURRENCY EXCHANGE,False,False,523,5.0,34.0,53.0,05,1173317.0,1820418.0,2005,02/28/2018 03:56:25 PM,41.662642081,-87.641399869,"(41.662642081, -87.641399869)"
53475,8033860,HT265418,04/25/2011 02:02:00 PM,032XX W ROOSEVELT RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,True,False,1134,11.0,24.0,29.0,04B,1155131.0,1894531.0,2011,02/10/2018 03:50:01 PM,41.86640116,-87.705973505,"(41.86640116, -87.705973505)"
53476,8330757,HT563982,10/28/2011 08:00:00 AM,021XX W SHAKESPEARE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1432,14.0,32.0,22.0,05,1161755.0,1914383.0,2011,02/10/2018 03:50:01 PM,41.920741253,-87.681102133,"(41.920741253, -87.681102133)"
53477,11553791,JB573511,12/31/2018 09:00:00 AM,037XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,213,2.0,3.0,35.0,08B,,,2018,01/10/2019 03:16:50 PM,,,
53478,9397252,HW540572,11/19/2013 03:00:00 PM,030XX W MONTROSE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,1724,17.0,33.0,14.0,14,1155455.0,1929086.0,2013,02/10/2018 03:50:01 PM,41.961216477,-87.703853022,"(41.961216477, -87.703853022)"
53479,10989018,JA315907,06/20/2017 11:10:00 PM,071XX S VINCENNES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,True,731,7.0,6.0,69.0,26,1176677.0,1857867.0,2017,02/10/2018 03:50:01 PM,41.765332603,-87.627981404,"(41.765332603, -87.627981404)"
53480,12094057,JD282990,12/01/2019 12:00:00 PM,122XX S YALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,523,5.0,9.0,53.0,11,1176817.0,1823837.0,2019,07/05/2020 03:47:01 PM,41.671946542,-87.628489422,"(41.671946542, -87.628489422)"
53481,7456399,HS257034,04/14/2010 11:59:00 AM,055XX W WASHINGTON BLVD,031A,ROBBERY,ARMED: HANDGUN,STREET,True,False,1523,15.0,29.0,25.0,03,1139242.0,1900197.0,2010,02/10/2018 03:50:01 PM,41.88225324,-87.764166351,"(41.88225324, -87.764166351)"
53482,8602745,HV270549,05/04/2012 06:45:00 AM,038XX W POLK ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,1133,11.0,24.0,26.0,03,1151047.0,1896095.0,2012,02/04/2016 06:33:39 AM,41.870773876,-87.720925402,"(41.870773876, -87.720925402)"
53483,8696670,HV373060,07/07/2012 10:45:00 AM,041XX S BERKELEY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,214,2.0,4.0,36.0,05,1183833.0,1877436.0,2012,02/04/2016 06:33:39 AM,41.818867554,-87.601141835,"(41.818867554, -87.601141835)"
53484,7819955,HS630074,11/23/2010 07:35:00 PM,107XX S MICHIGAN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,False,False,513,5.0,9.0,49.0,11,1178808.0,1833699.0,2010,02/04/2016 06:33:39 AM,41.698964396,-87.620903906,"(41.698964396, -87.620903906)"
53485,11140152,JA499496,11/05/2017 02:00:00 AM,014XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1224,12.0,27.0,28.0,06,1166633.0,1901539.0,2017,02/10/2018 03:50:01 PM,41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
53486,8881631,HV555317,11/09/2012 08:36:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1833,18.0,42.0,8.0,06,1177338.0,1906213.0,2012,02/10/2018 03:50:01 PM,41.897982937,-87.624095634,"(41.897982937, -87.624095634)"
53487,5859259,HN664549,10/22/2007 09:00:00 AM,0000X W 87TH ST,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,False,634,6.0,21.0,44.0,06,1177005.0,1847275.0,2007,02/10/2018 03:50:01 PM,41.736259509,-87.627097858,"(41.736259509, -87.627097858)"
53488,8864148,HV538151,10/28/2012 11:10:00 AM,079XX S KIMBARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,411,4.0,8.0,45.0,14,1186254.0,1852709.0,2012,02/10/2018 03:50:01 PM,41.750957692,-87.593041821,"(41.750957692, -87.593041821)"
53489,5164167,HM753466,12/02/2006 05:20:00 PM,014XX W LELAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2311,19.0,46.0,3.0,26,1165980.0,1931315.0,2006,02/28/2018 03:56:25 PM,41.967114252,-87.665093641,"(41.967114252, -87.665093641)"
53490,9749464,HX399147,08/23/2014 10:00:00 AM,024XX W POLK ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,True,1135,11.0,2.0,28.0,26,1160193.0,1896299.0,2014,02/10/2018 03:50:01 PM,41.871149707,-87.687341534,"(41.871149707, -87.687341534)"
53491,7692974,HS499847,09/05/2010 01:30:00 AM,057XX S WHIPPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,824,8.0,14.0,63.0,14,1157025.0,1866497.0,2010,02/10/2018 03:50:01 PM,41.789434236,-87.699779383,"(41.789434236, -87.699779383)"
53492,2952044,HJ638560,09/18/2003 07:30:00 PM,011XX S TROY ST,0460,BATTERY,SIMPLE,ALLEY,False,False,1134,11.0,24.0,29.0,08B,1155534.0,1894957.0,2003,02/28/2018 03:56:25 PM,41.867562058,-87.704482591,"(41.867562058, -87.704482591)"
53493,5587373,HN395211,06/07/2007 10:30:00 AM,088XX S BURLEY AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,True,False,424,4.0,7.0,46.0,04B,1199206.0,1846940.0,2007,02/28/2018 03:56:25 PM,41.734811534,-87.545773817,"(41.734811534, -87.545773817)"
53494,11805412,JC405864,08/24/2019 02:00:00 AM,034XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,False,True,1123,11.0,28.0,27.0,08B,1153544.0,1899807.0,2019,08/31/2019 04:06:01 PM,41.880910746,-87.711659284,"(41.880910746, -87.711659284)"
53495,9197138,HW342729,06/30/2013 10:00:00 PM,008XX W ALDINE AVE,0810,THEFT,OVER $500,STREET,False,False,1924,19.0,44.0,6.0,06,1169766.0,1922111.0,2013,02/10/2018 03:50:01 PM,41.941776279,-87.65144235,"(41.941776279, -87.65144235)"
53496,6746621,HR163668,02/10/2009 07:00:00 AM,058XX N SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1711,17.0,39.0,13.0,26,1153321.0,1938560.0,2009,02/28/2018 03:56:25 PM,41.98725644,-87.711445929,"(41.98725644, -87.711445929)"
53497,4737263,HM346107,05/11/2006 11:30:00 PM,030XX W EASTWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1713,17.0,33.0,14.0,07,1155354.0,1930690.0,2006,02/10/2018 03:50:01 PM,41.965619985,-87.704181052,"(41.965619985, -87.704181052)"
53498,11591538,JC146921,02/10/2019 06:00:00 AM,014XX S CANAL ST,0460,BATTERY,SIMPLE,OTHER,False,False,124,1.0,11.0,28.0,08B,1173363.0,1893128.0,2019,02/17/2019 04:05:09 PM,41.862166106,-87.639084058,"(41.862166106, -87.639084058)"
53499,1906322,G757600,12/19/2001 07:45:00 AM,113XX S AVENUE N,0810,THEFT,OVER $500,STREET,False,False,433,4.0,,,06,1201272.0,1830547.0,2001,08/17/2015 03:03:40 PM,41.689775676,-87.538759271,"(41.689775676, -87.538759271)"
53500,3601697,HK694684,10/17/2004 03:00:00 PM,001XX W DIVISION ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1824,18.0,43.0,8.0,26,1174719.0,1908336.0,2004,02/28/2018 03:56:25 PM,41.903867566,-87.633651273,"(41.903867566, -87.633651273)"
53501,7638084,HS442497,08/02/2010 07:34:00 PM,104XX S MARYLAND AVE,1661,GAMBLING,GAME/DICE,ALLEY,True,False,512,5.0,9.0,50.0,19,1183752.0,1835910.0,2010,02/10/2018 03:50:01 PM,41.704918012,-87.602732766,"(41.704918012, -87.602732766)"
53502,2060479,HH279412,04/01/2002 05:45:00 PM,016XX N MANGO AV,0810,THEFT,OVER $500,ALLEY,False,False,2531,25.0,,,06,1137826.0,1910304.0,2002,02/28/2018 03:56:25 PM,41.910013762,-87.769121929,"(41.910013762, -87.769121929)"
53503,2810399,HJ463295,06/30/2003 11:45:00 AM,067XX S BENNETT AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,332,3.0,5.0,43.0,08A,1190038.0,1860566.0,2003,02/28/2018 03:56:25 PM,41.772427783,-87.5789231,"(41.772427783, -87.5789231)"
53504,8828961,HV501540,10/02/2012 05:39:00 PM,056XX W FULTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,False,1512,15.0,29.0,25.0,04A,1138701.0,1901450.0,2012,02/10/2018 03:50:01 PM,41.885701462,-87.766122525,"(41.885701462, -87.766122525)"
53505,2368818,HH666685,07/25/2002 12:00:00 PM,031XX N NEWCASTLE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2511,25.0,36.0,18.0,11,1130207.0,1920077.0,2002,02/28/2018 03:56:25 PM,41.936966207,-87.796886988,"(41.936966207, -87.796886988)"
53506,4479729,HL775335,12/06/2005 05:30:00 PM,052XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2515,25.0,31.0,19.0,08B,1140891.0,1915453.0,2005,02/28/2018 03:56:25 PM,41.924087305,-87.757735244,"(41.924087305, -87.757735244)"
53507,6984296,HR389250,06/22/2009 05:55:00 PM,055XX W GRAND AVE,0462,BATTERY,AGG PRO EMP HANDS SERIOUS INJ,POLICE FACILITY/VEH PARKING LOT,True,False,2515,25.0,29.0,19.0,04B,1138788.0,1913480.0,2009,02/28/2018 03:56:25 PM,41.918711651,-87.76551063,"(41.918711651, -87.76551063)"
53508,8379037,HT612301,11/30/2011 06:00:00 PM,009XX W BELMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1932,19.0,44.0,6.0,14,1169596.0,1921441.0,2011,02/04/2016 06:33:39 AM,41.93994148,-87.652086737,"(41.93994148, -87.652086737)"
53509,11158917,JA524567,11/25/2017 10:50:00 AM,012XX N WELLS ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SMALL RETAIL STORE,True,False,1821,18.0,43.0,8.0,03,1174488.0,1908499.0,2017,02/10/2018 03:50:01 PM,41.904320013,-87.634494906,"(41.904320013, -87.634494906)"
53510,7900547,HT130069,01/22/2011 02:50:00 AM,033XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,TAXICAB,True,False,1731,17.0,30.0,16.0,08B,1148393.0,1922339.0,2011,02/04/2016 06:33:39 AM,41.9428416,-87.729991535,"(41.9428416, -87.729991535)"
53511,5089513,HM684780,10/25/2006 01:18:00 PM,062XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,314,3.0,5.0,42.0,08B,1187940.0,1864073.0,2006,02/28/2018 03:56:25 PM,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
53512,9716211,HX366295,07/29/2014 12:27:00 PM,011XX W MORSE AVE,0460,BATTERY,SIMPLE,CTA BUS,False,False,2431,24.0,49.0,1.0,08B,1167274.0,1946228.0,2014,02/10/2018 03:50:01 PM,42.008008097,-87.65990463,"(42.008008097, -87.65990463)"
53513,1490643,G225605,04/20/2001 07:55:00 PM,007XX N MICHIGAN AV,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,False,1833,18.0,,,06,1177252.0,1905575.0,2001,08/17/2015 03:03:40 PM,41.896234186,-87.624430862,"(41.896234186, -87.624430862)"
53514,5859219,HN665422,10/23/2007 03:30:00 PM,030XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,STREET,False,False,2511,25.0,36.0,19.0,08B,1133224.0,1919339.0,2007,02/10/2018 03:50:01 PM,41.93488871,-87.785816196,"(41.93488871, -87.785816196)"
53515,4345838,HL642482,09/26/2005 07:30:00 PM,112XX S WALLACE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,2233,22.0,34.0,49.0,08B,1174313.0,1830380.0,2005,02/28/2018 03:56:25 PM,41.68995741,-87.637460623,"(41.68995741, -87.637460623)"
53516,10826559,JA127962,01/20/2017 09:00:00 AM,078XX S KINGSTON AVE,0580,STALKING,SIMPLE,APARTMENT,False,True,421,4.0,7.0,43.0,08A,1194548.0,1853550.0,2017,02/14/2017 03:49:42 PM,41.753065615,-87.562621485,"(41.753065615, -87.562621485)"
53517,6136200,HP229038,03/16/2008 09:15:00 PM,031XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1313,12.0,27.0,23.0,14,1155167.0,1903825.0,2008,02/10/2018 03:50:01 PM,41.891904115,-87.705591789,"(41.891904115, -87.705591789)"
53518,11585913,JC140238,02/04/2019 09:30:00 AM,036XX W SCHOOL ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1732,17.0,30.0,21.0,05,1151339.0,1921694.0,2019,02/11/2019 04:12:16 PM,41.941014259,-87.719180478,"(41.941014259, -87.719180478)"
53519,10602651,HZ354551,07/18/2016 07:15:00 PM,014XX S JEFFERSON ST,0810,THEFT,OVER $500,OTHER,True,False,124,1.0,2.0,28.0,06,1172551.0,1893526.0,2016,02/10/2018 03:50:01 PM,41.863276227,-87.642053002,"(41.863276227, -87.642053002)"
53520,1794925,G619621,10/15/2001 09:00:00 AM,064XX S BELL AV,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,825,8.0,,,05,1162468.0,1862032.0,2001,08/17/2015 03:03:40 PM,41.77706988,-87.679945918,"(41.77706988, -87.679945918)"
53521,4617693,HM213353,03/04/2006 02:00:00 PM,028XX N LEAVITT ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,1913,19.0,1.0,5.0,26,1161624.0,1918820.0,2006,02/10/2018 03:50:01 PM,41.932919405,-87.681459515,"(41.932919405, -87.681459515)"
53522,8150822,HT385172,07/07/2011 04:30:00 PM,002XX S CENTRAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1522,15.0,29.0,25.0,08B,1139095.0,1898352.0,2011,02/10/2018 03:50:01 PM,41.877192993,-87.764751027,"(41.877192993, -87.764751027)"
53523,2899147,HJ571082,08/18/2003 05:30:00 PM,051XX W FULLERTON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,False,False,2522,25.0,31.0,19.0,04B,1141826.0,1915476.0,2003,02/28/2018 03:56:25 PM,41.924133145,-87.754299061,"(41.924133145, -87.754299061)"
53524,5391485,HN238592,03/18/2007 08:00:00 AM,093XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,634,6.0,21.0,49.0,06,1177572.0,1843143.0,2007,02/28/2018 03:56:25 PM,41.724907988,-87.625145131,"(41.724907988, -87.625145131)"
53525,4612396,HM207054,02/28/2006 05:00:00 PM,016XX N ARTESIAN AVE,0810,THEFT,OVER $500,CONSTRUCTION SITE,False,False,1434,14.0,1.0,24.0,06,1159778.0,1910900.0,2006,02/28/2018 03:56:25 PM,41.911224673,-87.688462276,"(41.911224673, -87.688462276)"
53526,11624985,JC187887,02/03/2016 09:00:00 AM,130XX S CHAMPLAIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,533,5.0,9.0,54.0,11,,,2016,03/17/2019 04:11:52 PM,,,
53527,7379889,HS181396,02/25/2010 11:00:00 PM,016XX W JARVIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2422,24.0,49.0,1.0,08B,1164246.0,1949110.0,2010,02/10/2018 03:50:01 PM,42.015981178,-87.67096325,"(42.015981178, -87.67096325)"
53528,2872484,HJ532998,07/31/2003 11:00:00 AM,073XX S KEDZIE AVE,0460,BATTERY,SIMPLE,FACTORY/MANUFACTURING BUILDING,False,False,835,8.0,18.0,66.0,08B,1156307.0,1855885.0,2003,02/28/2018 03:56:25 PM,41.760327809,-87.702697421,"(41.760327809, -87.702697421)"
53529,6028176,HP131454,01/18/2008 07:59:00 PM,059XX W HIRSCH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2531,25.0,29.0,25.0,18,1136594.0,1908706.0,2008,02/28/2018 03:56:25 PM,41.905650805,-87.773686174,"(41.905650805, -87.773686174)"
53530,10424522,HZ162622,02/23/2016 05:10:00 PM,044XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2522,25.0,31.0,20.0,08B,1146651.0,1912925.0,2016,02/10/2018 03:50:01 PM,41.917042179,-87.736635084,"(41.917042179, -87.736635084)"
53531,12727369,JF276658,06/11/2022 10:50:00 PM,008XX E 61ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,313,3.0,20.0,42.0,07,1182729.0,1864744.0,2022,06/18/2022 04:51:14 PM,41.784065414,-87.605585857,"(41.784065414, -87.605585857)"
53532,3471156,HK540511,08/06/2004 11:40:00 AM,047XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1722,17.0,45.0,15.0,06,1143937.0,1926169.0,2004,02/28/2018 03:56:25 PM,41.953436358,-87.746273229,"(41.953436358, -87.746273229)"
53533,12759124,JF315045,07/12/2022 03:51:00 PM,018XX S HARDING AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1014,10.0,24.0,29.0,15,1150352.0,1890607.0,2022,07/19/2022 04:49:00 PM,41.855727733,-87.723620101,"(41.855727733, -87.723620101)"
53534,2612718,HJ214824,03/02/2003 11:55:00 PM,020XX N CLYBOURN AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,True,False,1811,18.0,43.0,7.0,03,1167481.0,1913611.0,2003,02/28/2018 03:56:25 PM,41.918501409,-87.660085947,"(41.918501409, -87.660085947)"
53535,7304019,HR703779,12/23/2009 11:00:00 PM,044XX W FULTON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,1113,11.0,28.0,26.0,26,1146729.0,1901381.0,2009,02/28/2018 03:56:25 PM,41.885362724,-87.736643507,"(41.885362724, -87.736643507)"
53536,8643516,HV318303,05/14/2012 12:00:00 AM,011XX W 104TH ST,0890,THEFT,FROM BUILDING,OTHER,False,False,2232,22.0,34.0,73.0,06,1170551.0,1835839.0,2012,02/04/2016 06:33:39 AM,41.705020341,-87.651075074,"(41.705020341, -87.651075074)"
53537,11456940,JB449454,09/24/2018 06:00:00 PM,0000X N STATE ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,112,1.0,42.0,32.0,06,1176365.0,1900502.0,2018,10/01/2018 04:14:25 PM,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
53538,10512257,HZ253350,04/30/2016 03:00:00 AM,001XX E HURON ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1834,18.0,42.0,8.0,06,1177499.0,1905109.0,2016,02/10/2018 03:50:01 PM,41.894949856,-87.62353785,"(41.894949856, -87.62353785)"
53539,11015006,JA344792,07/12/2017 11:23:00 AM,013XX S CHRISTIANA AVE,2021,NARCOTICS,POSS: BARBITUATES,SIDEWALK,True,False,1021,10.0,24.0,29.0,18,1154243.0,1893660.0,2017,02/10/2018 03:50:01 PM,41.864028802,-87.7092567,"(41.864028802, -87.7092567)"
53540,10836288,JA138335,02/01/2017 06:55:00 PM,014XX N LECLAIRE AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,2533,25.0,37.0,25.0,08B,1142106.0,1909148.0,2017,02/14/2017 03:49:42 PM,41.906763237,-87.753427434,"(41.906763237, -87.753427434)"
53541,10594401,HZ345715,07/12/2016 09:25:00 AM,045XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1111,11.0,28.0,23.0,08A,1146075.0,1904936.0,2016,02/10/2018 03:50:01 PM,41.895130499,-87.73895471,"(41.895130499, -87.73895471)"
53542,10074038,HY262752,05/16/2015 01:45:00 PM,025XX N NORMANDY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2512,25.0,36.0,18.0,06,1131321.0,1916235.0,2015,08/17/2015 03:03:40 PM,41.926404101,-87.792881805,"(41.926404101, -87.792881805)"
53543,2720097,HJ351172,05/09/2003 01:00:00 AM,024XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,1933,19.0,43.0,7.0,06,1169998.0,1916680.0,2003,02/10/2018 03:50:01 PM,41.926868305,-87.650748585,"(41.926868305, -87.650748585)"
53544,4580958,HM169808,02/08/2006 11:45:00 AM,015XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1021,10.0,24.0,29.0,08B,1154283.0,1892256.0,2006,02/10/2018 03:50:01 PM,41.860175271,-87.709147333,"(41.860175271, -87.709147333)"
53545,12026196,JD204645,04/08/2020 09:00:00 AM,006XX N LEAMINGTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1532,15.0,37.0,25.0,07,1141913.0,1903754.0,2020,04/15/2020 03:50:26 PM,41.891965053,-87.754270153,"(41.891965053, -87.754270153)"
53546,12484413,JE375815,09/15/2021 05:30:00 PM,072XX S EMERALD AVE,0460,BATTERY,SIMPLE,STREET,False,False,732,7.0,6.0,68.0,08B,1172596.0,1856912.0,2021,09/22/2021 04:54:46 PM,41.762802826,-87.642967574,"(41.762802826, -87.642967574)"
53547,4505989,HL803097,12/22/2005 02:00:00 AM,073XX N GREENVIEW AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,False,False,2423,24.0,49.0,1.0,03,1165022.0,1948889.0,2005,02/28/2018 03:56:25 PM,42.015358238,-87.668114141,"(42.015358238, -87.668114141)"
53548,5687867,HN489399,07/26/2007 01:10:00 AM,069XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,733,7.0,17.0,68.0,08B,1170181.0,1858772.0,2007,02/28/2018 03:56:25 PM,41.767959747,-87.651764919,"(41.767959747, -87.651764919)"
53549,2133590,HH372451,05/14/2002 11:51:06 PM,036XX S INDIANA AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,211,2.0,3.0,35.0,03,1178193.0,1881107.0,2002,02/28/2018 03:56:25 PM,41.829071092,-87.621719677,"(41.829071092, -87.621719677)"
53550,7730160,HS537802,09/28/2010 11:15:00 AM,087XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2222,22.0,21.0,71.0,18,1169850.0,1846899.0,2010,02/10/2018 03:50:01 PM,41.73538584,-87.65332215,"(41.73538584, -87.65332215)"
53551,11776485,JC371173,07/20/2019 12:45:00 PM,076XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,621,6.0,17.0,71.0,06,1172624.0,1854262.0,2019,08/02/2019 04:07:39 PM,41.75553028,-87.642942898,"(41.75553028, -87.642942898)"
53552,6091436,HP188770,02/01/2008 10:00:00 AM,017XX W BELMONT AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,1931,19.0,32.0,6.0,06,1164136.0,1921292.0,2008,02/28/2018 03:56:25 PM,41.939649929,-87.672158098,"(41.939649929, -87.672158098)"
53553,4286306,HL600679,09/08/2005 10:00:00 PM,034XX W 66TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,831,8.0,15.0,66.0,06,1154497.0,1860640.0,2005,02/28/2018 03:56:25 PM,41.773412496,-87.709204727,"(41.773412496, -87.709204727)"
53554,12283576,JE128840,01/27/2021 12:00:00 PM,014XX W CARMEN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),False,False,2033,20.0,47.0,3.0,11,,,2021,02/03/2021 03:58:22 PM,,,
53555,7344743,HS142636,01/29/2010 10:00:00 AM,032XX N WESTERN AVE,0810,THEFT,OVER $500,STREET,False,False,1913,19.0,47.0,5.0,06,1159810.0,1921272.0,2010,02/10/2018 03:50:01 PM,41.939685505,-87.68805798,"(41.939685505, -87.68805798)"
53556,9886952,HX537743,12/10/2014 10:50:00 PM,023XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1911,19.0,47.0,4.0,06,1159949.0,1931823.0,2014,02/10/2018 03:50:01 PM,41.968635163,-87.687254771,"(41.968635163, -87.687254771)"
53557,6544009,HP615995,10/08/2008 05:44:01 PM,073XX S RACINE AVE,0460,BATTERY,SIMPLE,STREET,False,False,733,7.0,17.0,68.0,08B,1169588.0,1856265.0,2008,02/28/2018 03:56:25 PM,41.761093092,-87.654011108,"(41.761093092, -87.654011108)"
53558,7524155,HS327112,05/26/2010 09:30:00 AM,013XX S PAULINA ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,1224,12.0,2.0,28.0,08B,1165252.0,1893913.0,2010,02/10/2018 03:50:01 PM,41.86449634,-87.668835922,"(41.86449634, -87.668835922)"
53559,4071061,HL418533,06/13/2005 05:50:00 PM,072XX S SOUTH CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,323,3.0,5.0,69.0,03,1183429.0,1857513.0,2005,02/28/2018 03:56:25 PM,41.764206589,-87.603244488,"(41.764206589, -87.603244488)"
